Thread, #Threads, Test type, E6AXIS, Test #, Time (s)
4, 5, Read, 1, 524, 0.002001093
4, 5, Read, 1, 525, 0.002715429
4, 5, Read, 1, 526, 0.002168153
4, 5, Read, 1, 527, 0.002000534
4, 5, Read, 1, 528, 0.002734776
4, 5, Read, 1, 529, 0.001994388
4, 5, Read, 1, 530, 0.002529162
4, 5, Read, 1, 531, 0.001851702
4, 5, Read, 1, 532, 0.002056686
4, 5, Read, 1, 533, 0.005083049
4, 5, Read, 1, 534, 0.002412667
4, 5, Read, 1, 535, 0.002023232
4, 5, Read, 1, 536, 0.002185194
4, 5, Read, 1, 537, 0.001864483
4, 5, Read, 1, 538, 0.002843309
4, 5, Read, 1, 539, 0.002306649
4, 5, Read, 1, 540, 0.002242674
4, 5, Read, 1, 541, 0.002199582
4, 5, Read, 1, 542, 0.004970534
4, 5, Read, 1, 543, 0.002430757
4, 5, Read, 1, 544, 0.002114025
4, 5, Read, 1, 545, 0.002228635
4, 5, Read, 1, 546, 0.002029308
4, 5, Read, 1, 547, 0.003004642
4, 5, Read, 1, 548, 0.002425099
4, 5, Read, 1, 549, 0.002123105
4, 5, Read, 1, 550, 0.002198324
4, 5, Read, 1, 551, 0.005153658
4, 5, Read, 1, 552, 0.002444724
4, 5, Read, 1, 553, 0.002092025
4, 5, Read, 1, 554, 0.002162706
4, 5, Read, 1, 555, 0.002054382
4, 5, Read, 1, 556, 0.002940947
4, 5, Read, 1, 557, 0.0023848
4, 5, Read, 1, 558, 0.002100616
4, 5, Read, 1, 559, 0.002285487
4, 5, Read, 1, 560, 0.00499037
4, 5, Read, 1, 561, 0.002379982
4, 5, Read, 1, 562, 0.002064858
4, 5, Read, 1, 563, 0.002180794
4, 5, Read, 1, 564, 0.002021137
4, 5, Read, 1, 565, 0.00297028
4, 5, Read, 1, 566, 0.002390667
4, 5, Read, 1, 567, 0.002060178
4, 5, Read, 1, 568, 0.002175346
4, 5, Read, 1, 569, 0.004851176
4, 5, Read, 1, 570, 0.002806921
4, 5, Read, 1, 571, 0.002106832
4, 5, Read, 1, 572, 0.002160191
4, 5, Read, 1, 573, 0.002005702
4, 5, Read, 1, 574, 0.002952889
4, 5, Read, 1, 575, 0.002370902
4, 5, Read, 1, 576, 0.002106413
4, 5, Read, 1, 577, 0.002164451
4, 5, Read, 1, 578, 0.004862769
4, 5, Read, 1, 579, 0.002240648
4, 5, Read, 1, 580, 0.002318102
4, 5, Read, 1, 581, 0.002148039
4, 5, Read, 1, 582, 0.001992572
4, 5, Read, 1, 583, 0.002868033
4, 5, Read, 1, 584, 0.002240998
4, 5, Read, 1, 585, 0.00222193
4, 5, Read, 1, 586, 0.002275918
4, 5, Read, 1, 587, 0.004416972
4, 5, Read, 1, 588, 0.002009893
4, 5, Read, 1, 589, 0.002803988
4, 5, Read, 1, 590, 0.002234432
4, 5, Read, 1, 591, 0.001986147
4, 5, Read, 1, 592, 0.002685188
4, 5, Read, 1, 593, 0.002013664
4, 5, Read, 1, 594, 0.002747836
4, 5, Read, 1, 595, 0.002175416
4, 5, Read, 1, 596, 0.004672801
4, 5, Read, 1, 597, 0.001993689
4, 5, Read, 1, 598, 0.002524343
4, 5, Read, 1, 599, 0.001873702
4, 5, Read, 1, 600, 0.002030845
4, 5, Read, 1, 601, 0.001822718
4, 5, Read, 1, 602, 0.002809017
4, 5, Read, 1, 603, 0.002318451
4, 5, Read, 1, 604, 0.002133232
4, 5, Read, 1, 605, 0.00216934
4, 5, Read, 1, 606, 0.005200173
4, 5, Read, 1, 607, 0.002370344
4, 5, Read, 1, 608, 0.002078896
4, 5, Read, 1, 609, 0.002535449
4, 5, Read, 1, 610, 0.001914489
4, 5, Read, 1, 611, 0.002810343
4, 5, Read, 1, 612, 0.002374743
4, 5, Read, 1, 613, 0.002158584
4, 5, Read, 1, 614, 0.002199512
4, 5, Read, 1, 615, 0.004914731
4, 5, Read, 1, 616, 0.00238033
4, 5, Read, 1, 617, 0.002164801
4, 5, Read, 1, 618, 0.002179607
4, 5, Read, 1, 619, 0.002014083
4, 5, Read, 1, 620, 0.003002407
4, 5, Read, 1, 621, 0.002369156
4, 5, Read, 1, 622, 0.002139169
4, 5, Read, 1, 623, 0.002169619
4, 5, Read, 1, 624, 0.004948604
4, 5, Read, 1, 625, 0.002265931
4, 5, Read, 1, 626, 0.002262857
4, 5, Read, 1, 627, 0.002170667
4, 5, Read, 1, 628, 0.002524553
4, 5, Read, 1, 629, 0.002980757
4, 5, Read, 1, 630, 0.002371112
4, 5, Read, 1, 631, 0.002109905
4, 5, Read, 1, 632, 0.002199512
4, 5, Read, 1, 633, 0.005000287
4, 5, Read, 1, 634, 0.002400655
4, 5, Read, 1, 635, 0.002098312
4, 5, Read, 1, 636, 0.0022484
4, 5, Read, 1, 637, 0.002056756
4, 5, Read, 1, 638, 0.00295247
4, 5, Read, 1, 639, 0.002530489
4, 5, Read, 1, 640, 0.002118985
4, 5, Read, 1, 641, 0.002164661
4, 5, Read, 1, 642, 0.004893429
4, 5, Read, 1, 643, 0.002329277
4, 5, Read, 1, 644, 0.002156769
4, 5, Read, 1, 645, 0.002150483
4, 5, Read, 1, 646, 0.00199355
4, 5, Read, 1, 647, 0.003256699
4, 5, Read, 1, 648, 0.002366921
4, 5, Read, 1, 649, 0.002061435
4, 5, Read, 1, 650, 0.002162076
4, 5, Read, 1, 651, 0.004867239
4, 5, Read, 1, 652, 0.002235061
4, 5, Read, 1, 653, 0.002166826
4, 5, Read, 1, 654, 0.002393601
4, 5, Read, 1, 655, 0.002080851
4, 5, Read, 1, 656, 0.002985924
4, 5, Read, 1, 657, 0.002237016
4, 5, Read, 1, 658, 0.002276546
